-0.22,0.37,0.94,-4.36,5.06,-8.02,70
-0.24,0.35,1,-15.03,15.37,-15.15,70
-0.26,0.36,0.87,-9.3,12.9,-12.13,70
-0.24,0.36,0.81,-8.87,10.98,-16.13,70
-0.27,0.39,0.85,-24.39,7.29,-16.19,70
-0.21,0.34,0.78,-33.23,9.33,-13.08,70
-0.24,0.24,0.81,-27.5,7.41,-9.6,70
-0.24,0.29,0.82,-18.2,6.37,-6.95,70
-0.24,0.25,0.88,-7.99,0.88,-4.51,70
-0.22,0.25,0.89,-2.71,-5.34,-2.38,70
-0.17,0.36,0.87,-1.86,-3.93,-0.18,70
-0.14,0.38,0.95,0.24,-0.88,1.31,70
-0.17,0.4,0.89,-11.31,1.77,-5.79,70
-0.11,0.49,1.09,-14.05,10.06,-8.9,70
-0.13,0.26,0.89,1.89,10.15,-0.52,70
-0.29,0.32,0.83,18.35,5.37,3.08,70
-0.24,0.36,0.76,23.32,0.52,-4.21,70
-0.24,0.35,0.81,5.85,-1.86,-8.81,70
-0.21,0.35,0.89,-17.9,-2.68,-5.34,70
-0.24,0.29,0.87,-23.78,-5.15,-2.23,70
-0.3,0.26,0.85,-16.89,-9.79,-2.2,70
-0.3,0.29,0.91,-8.75,-10.85,-3.87,70
-0.25,0.29,1,-7.1,-9.12,-3.57,70
-0.2,0.29,0.98,-5.88,-6.95,-1.62,70
-0.18,0.32,0.91,3.99,-8.96,-1.74,70
-0.23,0.17,0.84,8.93,-14.73,-6.62,70
-0.15,0.44,0.94,-7.59,-13.2,-7.2,70
-0.11,0.4,1,-16.46,-9.48,-3.72,70
-0.23,0.22,1,-11.07,-8.84,0.15,70
-0.22,0.31,1.07,-5.06,-3.96,2.47,70
-0.15,0.37,0.98,4.02,1.98,3.87,70
-0.2,0.37,0.85,2.16,-2.26,0.85,70
-0.1,0.27,1,1.07,6.1,-0.37,70
-0.09,0.17,0.91,14.76,6.95,8.2,70
-0.15,0.28,0.91,20.58,6.77,6.95,70
-0.15,0.31,0.85,12.13,3.26,4.02,70
-0.12,0.24,0.81,10.12,-1.19,6.04,70
-0.12,0.3,0.8,15.76,-5.37,4.27,70
-0.11,0.28,0.87,14.91,-6.89,5.09,70
-0.12,0.34,0.96,4.6,-5.18,11.37,70
-0.18,0.36,0.93,0.27,-6.43,12.44,70
-0.23,0.32,0.88,1.74,-10.03,12.53,70
-0.23,0.31,0.87,4.85,-12.44,14.6,70
-0.22,0.27,0.87,10.76,-14.91,17.74,70
-0.21,0.21,0.84,18.54,-18.08,25.12,70
-0.21,0.26,0.87,18.26,-20.98,30.88,70
-0.21,0.36,0.92,6.49,-21.52,28.17,70
-0.19,0.44,0.95,-5.58,-21.86,20.64,70
-0.21,0.46,1.01,-5.4,-17.23,11.01,70
-0.23,0.58,1.29,4.63,1.25,0,70
-0.26,0.45,1,16.01,6.34,-4.27,70
-0.27,0.18,0.84,18.78,1.01,0.43,70
-0.18,0.28,0.95,12.5,-0.67,5.03,70
-0.13,0.37,0.98,9.66,-1.31,-0.18,70
-0.17,0.36,0.95,9.05,-3.05,-3.81,70
-0.19,0.31,0.96,4.21,-2.01,-1.83,70
-0.2,0.37,0.92,-2.8,0.46,-1.52,73
-0.18,0.38,0.94,-3.93,-0.21,-3.29,73
-0.14,0.34,0.93,8.9,-0.09,-1.86,73
-0.16,0.28,0.87,20.37,-4.6,1.52,73
-0.14,0.39,0.94,14.88,-2.99,0.85,73
-0.13,0.43,0.95,8.45,-0.91,-2.44,73
-0.13,0.34,0.91,13.63,-0.82,-0.21,73
-0.14,0.33,0.9,22.07,-1.37,3.23,73
-0.15,0.38,0.91,22.32,-1.71,2.38,73
-0.16,0.44,0.93,11.31,-0.91,-0.4,73
-0.16,0.46,0.93,-2.04,-0.52,-3.05,73
-0.16,0.45,0.91,-7.29,-0.64,-5.67,73
-0.15,0.4,0.9,-3.57,-0.79,-6.55,73
-0.15,0.37,0.91,1.25,-0.64,-4.79,73
-0.14,0.36,0.92,3.02,0,-2.65,73
-0.14,0.38,0.92,2.68,0.27,-1.86,73
-0.15,0.41,0.91,0.27,0.06,-2.32,73
-0.15,0.42,0.91,-1.71,0.12,-3.26,73
-0.15,0.4,0.9,-0.73,0.4,-3.81,73
-0.15,0.38,0.9,1.71,1.07,-2.9,73
-0.15,0.37,0.89,4.21,1.43,-1.31,73
-0.15,0.37,0.91,6.25,2.2,-0.18,73
-0.16,0.39,0.92,5.73,1.83,0.24,73
-0.15,0.42,0.92,0.91,1.95,-0.7,73
-0.15,0.42,0.92,-2.59,1.59,-1.62,73
-0.16,0.4,0.91,-2.2,1.19,-1.86,73
-0.15,0.38,0.92,0.46,1.13,-1.04,73
-0.16,0.37,0.91,2.68,0.82,0.06,73
-0.16,0.38,0.92,2.26,0.49,0.37,73
-0.17,0.41,0.92,-1.59,-0.55,-0.43,73
-0.17,0.41,0.93,-5.37,-1.16,-1.89,73
-0.17,0.42,0.92,-8.54,-2.8,-2.62,73
-0.16,0.41,0.92,-10.03,-3.48,-4.21,73
-0.14,0.38,0.91,-8.35,-2.99,-4.6,73
-0.15,0.33,0.91,-5.76,-2.87,-2.74,73
-0.14,0.37,0.91,-6.68,-2.74,-2.84,73
-0.15,0.37,0.93,-5.55,-2.65,-2.47,73
-0.15,0.39,0.9,-4.63,-2.53,-2.74,73
-0.16,0.38,0.92,-4.63,-1.8,-4.82,73
-0.14,0.32,0.92,0.58,-1.46,-1.01,73
-0.18,0.36,0.9,5.49,-2.96,-0.43,73
-0.18,0.39,0.91,4.94,-4.36,-4.15,73
-0.16,0.41,0.92,-0.79,-3.78,-4.82,73
-0.15,0.41,0.92,-4.15,-1.22,-6.37,73
-0.1,0.35,0.95,-5.49,0.46,-3.81,73
-0.11,0.31,0.93,-1.95,0.67,1.46,73
-0.14,0.36,0.92,3.99,-0.21,1.22,73
-0.14,0.4,0.92,4.02,-1.37,-0.7,73
-0.15,0.41,0.93,-0.67,-2.23,-0.82,73
-0.17,0.39,0.91,-1.01,-2.65,-1.65,73
-0.15,0.37,0.93,-0.24,-0.98,-1.37,73
-0.14,0.35,0.93,-0.4,0.76,0.88,73
-0.15,0.35,0.92,1.22,1.46,2.26,73
-0.16,0.35,0.91,3.75,0.67,2.13,73
-0.17,0.39,0.91,2.07,-0.91,0.64,73
-0.19,0.42,0.92,-1.86,-2.74,-2.38,73
-0.19,0.42,0.91,-3.96,-3.08,-5.4,73
-0.17,0.37,0.93,-5.91,-2.38,-5.37,73
-0.16,0.34,0.92,-5.91,-1.77,-3.38,73
-0.16,0.34,0.92,-2.9,-1.59,-3.08,73
-0.16,0.32,0.93,-1.83,-2.2,-1.62,73
-0.17,0.33,0.94,-6.16,-2.68,-0.76,73
-0.18,0.42,0.89,-9.54,-2.41,-1.65,73
-0.11,0.35,0.75,0.58,-2.9,-1.52,73
-0.21,0.54,0.99,3.2,-2.13,-0.3,73
-0.04,0.32,0.91,-14.3,0.3,-2.29,73
-0.09,0.16,0.83,-1.77,6.77,-4.88,73
-0.1,0.39,0.99,13.51,-0.7,3.99,73
-0.1,0.5,0.96,5.43,-0.06,5.15,73
-0.11,0.37,0.9,-3.2,-0.4,-4.7,73
-0.13,0.34,0.92,0.46,-0.67,-6.16,73
-0.16,0.33,0.94,2.8,-0.4,-1.04,73
-0.18,0.32,0.94,0.4,1.77,-0.3,73
-0.18,0.36,0.9,-1.01,2.5,2.47,73
-0.18,0.37,0.91,1.59,3.08,2.62,73
-0.15,0.38,0.91,3.57,2.35,1.01,73
-0.16,0.38,0.92,3.2,2.71,1.43,73
-0.14,0.38,0.95,0.34,1.52,1.13,73
-0.13,0.34,0.9,-0.85,3.11,0.03,73
-0.16,0.35,0.92,2.13,3.14,1.83,73
-0.14,0.37,0.93,4.3,2.26,2.47,73
-0.17,0.35,0.92,5.37,3.84,0.91,73
-0.16,0.39,0.93,3.9,1.92,1.25,73
-0.15,0.38,0.92,1.22,2.56,0.09,73
-0.16,0.36,0.93,0.27,2.35,-1.19,73
-0.17,0.37,0.93,0.46,2.59,-0.27,73
-0.18,0.38,0.95,0.82,2.62,-0.3,73
-0.17,0.39,0.97,-1.07,2.77,-1.31,73
-0.16,0.39,0.98,-6.77,3.81,-2.84,73
-0.16,0.36,0.98,-13.14,4.97,-4.27,73
-0.18,0.36,1.01,-16.25,6.34,-5.12,73
-0.2,0.36,1.04,-16.68,8.41,-6.37,73
-0.21,0.34,1.05,-16.4,13.48,-7.84,73
-0.21,0.33,1.07,-14.85,19.39,-8.35,73
-0.19,0.36,1.13,-9.85,25.82,-8.6,73
-0.18,0.35,1.11,-5.06,35.91,-10.27,73
-0.27,0.24,0.94,-3.6,47.38,-10.73,73
-0.26,0.25,0.85,2.99,43.99,-5.79,73
-0.24,0.28,0.82,13.9,39.6,-2.47,73
-0.21,0.31,0.83,16.25,33.96,-2.53,73
-0.2,0.33,0.82,2.99,29.02,-1.74,73
-0.22,0.37,0.79,-13.84,23.81,0.52,73
-0.21,0.36,0.74,-22.5,16.83,0.37,73
-0.21,0.33,0.71,-17.5,10.03,-1.68,73
-0.19,0.32,0.74,-6.01,0.73,-1.55,73
-0.18,0.35,0.78,-1.22,-5.98,2.56,73
-0.18,0.39,0.81,-3.32,-8.6,6.43,73
-0.2,0.43,0.85,-5.18,-10.98,6.74,73
-0.2,0.4,0.84,-5.82,-12.47,3.41,73
-0.23,0.38,0.84,-4.42,-11.34,-0.27,73
-0.2,0.33,0.91,-4.12,-14.7,-1.86,73
-0.21,0.29,0.94,-6.22,-12.93,0.4,73
-0.24,0.29,0.91,-7.23,-11.16,4.39,73
-0.27,0.3,0.92,0.79,-11.25,4.36,73
-0.34,0.28,0.94,14.97,-12.41,-0.37,73
-0.24,0.35,1.04,18.41,-15.52,-6.55,73
-0.29,0.2,1.05,16.49,-10.12,-7.29,73
-0.23,0.45,1.16,7.41,-6.34,-9.91,73
-0.22,0.4,1.12,-12.16,6.19,-11.28,73
-0.31,0.22,0.99,-17.96,13.48,-5.61,73
-0.32,0.24,0.86,-3.48,14.51,-1.28,73
-0.24,0.28,0.84,18.29,8.51,2.35,73
-0.19,0.39,0.85,26.43,4.57,3.48,73
-0.17,0.36,0.91,12.26,1.13,1.55,73
-0.15,0.35,0.91,-6.68,3.17,-3.02,73
-0.17,0.29,0.9,-12.74,3.9,-1.22,73
-0.22,0.33,0.92,-6.28,3.81,4.36,73
-0.22,0.36,0.96,0.3,4.85,3.87,73
-0.23,0.35,0.96,3.45,7.74,2.47,73
-0.27,0.35,0.93,4.63,9.42,4.76,73
-0.27,0.35,0.9,5.79,9.3,5.88,73
-0.27,0.34,0.89,6.04,8.32,3.23,73
-0.25,0.33,0.9,4.24,6.55,0.15,73
-0.25,0.32,0.89,0.61,5.7,0.15,73
-0.25,0.33,0.89,-1.62,3.81,1.68,73
-0.26,0.34,0.88,-2.32,1.19,1.4,73
-0.25,0.35,0.89,-1.83,-1.65,-1.07,73
-0.25,0.35,0.91,-0.24,-2.96,-3.81,73
-0.25,0.35,0.92,0.4,-2.93,-5.03,73
-0.24,0.36,0.94,-1.43,-1.34,-4.3,73
-0.24,0.33,0.94,-5.46,0.09,-3.35,73
-0.26,0.3,0.9,-5.61,3.14,-2.16,73
-0.26,0.31,0.92,-1.4,2.74,0,73
-0.27,0.32,0.92,1.16,3.17,1.1,73
-0.26,0.32,0.9,2.26,3.35,1.31,73
-0.26,0.33,0.91,2.74,2.47,1.31,73
-0.25,0.33,0.9,1.1,1.74,0.67,73
-0.24,0.32,0.9,-0.79,1.13,-0.43,73
-0.24,0.32,0.89,0.06,0.3,-0.73,73
-0.24,0.32,0.89,2.1,-0.88,-0.37,73
-0.25,0.33,0.9,3.63,-2.44,-0.12,73
-0.25,0.33,0.91,3.14,-3.63,0.4,73
-0.26,0.35,0.92,0.43,-3.66,1.37,73
-0.26,0.34,0.91,-1.46,-3.17,1.37,73
-0.27,0.33,0.91,0.15,-2.53,1.01,73
-0.26,0.34,0.9,3.38,-2.77,1.01,73
-0.26,0.34,0.9,4.85,-3.41,1.07,73
-0.25,0.34,0.91,3.32,-4.51,0.98,73
-0.24,0.34,0.92,0.88,-4.85,0.82,73
-0.23,0.34,0.94,-0.34,-4.63,0.79,73
-0.23,0.33,0.93,-0.21,-3.81,0.85,73
-0.24,0.32,0.93,0.79,-2.62,1.01,73
-0.24,0.33,0.93,2.01,-2.07,1.71,73
-0.24,0.33,0.91,2.44,-1.55,2.5,73
-0.24,0.34,0.9,2.9,-1.8,2.44,73
-0.24,0.35,0.91,2.77,-2.32,2.07,73
-0.24,0.34,0.9,1.52,-2.07,2.16,73
-0.24,0.34,0.9,1.37,-2.07,2.2,73
-0.23,0.34,0.89,2.77,-2.44,2.87,73
-0.22,0.33,0.88,4.42,-2.93,3.75,73
