0.88,-0.37,0.25,1.04,1.04,0.12,80
0.89,-0.38,0.25,1.8,1.01,-0.55,80
0.88,-0.37,0.26,-0.06,0.24,-0.79,80
0.88,-0.37,0.26,-1.65,0.7,-0.67,80
0.88,-0.37,0.24,-0.61,0.49,-0.55,80
0.89,-0.36,0.27,0.95,0.79,-0.58,80
0.89,-0.35,0.29,1.31,0.43,-0.79,80
0.9,-0.34,0.27,0.46,0.61,-1.22,80
0.88,-0.32,0.14,-0.4,0.37,-1.65,80
0.9,-0.38,0.25,-0.98,0.67,-1.59,80
0.9,-0.39,0.3,-1.19,0.52,-1.4,80
0.9,-0.4,0.3,-0.67,0.46,-1.16,80
0.91,-0.41,0.27,0.61,0.55,-0.91,80
0.9,-0.4,0.21,1.89,0.61,-0.85,80
0.87,-0.36,0.18,1.49,-0.73,-0.95,80
0.88,-0.38,0.27,-0.37,-0.12,-0.91,80
0.9,-0.39,0.23,-1.04,-0.15,-0.7,80
0.87,-0.37,0.15,-1.31,-0.24,-0.34,80
0.89,-0.39,0.31,0.24,-0.12,-0.09,80
0.89,-0.37,0.27,0.43,0.06,0.09,80
0.88,-0.38,0.24,0.34,0.24,0.3,80
0.89,-0.37,0.26,-0.21,0.03,0.64,80
0.88,-0.37,0.24,-2.2,0.55,0.79,80
0.88,-0.38,0.24,-3.48,0.55,1.37,80
0.88,-0.38,0.24,-3.14,0.73,1.49,80
0.88,-0.37,0.25,-2.13,1.01,1.49,80
0.86,-0.37,0.25,-1.74,0.82,1.34,80
0.84,-0.36,0.25,-2.56,0.4,1.25,80
0.85,-0.37,0.25,-3.63,-0.43,1.25,80
0.86,-0.38,0.26,-2.53,-1.77,1.19,80
0.86,-0.38,0.26,1.28,-3.45,0.88,80
0.79,-0.33,0.27,3.2,-4.79,1.74,80
0.74,-0.3,0.27,-1.68,-6.1,4.21,80
0.75,-0.35,0.25,-6.92,-8.29,7.53,80
0.8,-0.43,0.25,-1.28,-11.95,8.9,80
0.85,-0.48,0.27,15.09,-15.55,6.4,80
0.86,-0.46,0.31,28.17,-16.62,1.46,80
0.84,-0.42,0.31,26.1,-15.76,-2.56,80
0.78,-0.37,0.29,13.2,-14.09,-3.63,80
0.7,-0.33,0.27,0,-11.49,-1.49,80
0.64,-0.34,0.23,-7.41,-8.63,2.13,80
0.64,-0.39,0.2,-8.6,-8.35,4.79,80
0.72,-0.47,0.2,-3.81,-12.38,4.66,80
0.84,-0.58,0.2,10.88,-16.49,0.15,80
0.95,-0.62,0.23,32.53,-18.35,-9.12,80
0.99,-0.54,0.25,46.19,-18.11,-19.09,80
0.97,-0.44,0.26,41.07,-18.54,-25.3,80
1,-0.39,0.26,21.13,-19.51,-28.29,80
1.07,-0.45,0.26,2.01,-20.43,-29.02,80
1.14,-0.53,0.25,-2.56,-20.4,-29.05,80
1.15,-0.56,0.26,5.27,-19.02,-30.21,80
1.1,-0.51,0.29,11.22,-17.41,-30.7,80
1.02,-0.43,0.3,3.78,-15.09,-26.98,80
0.91,-0.37,0.29,-11.34,-11.55,-20.55,80
0.81,-0.34,0.27,-23.81,-8.2,-14.27,80
0.75,-0.33,0.27,-32.16,-5.88,-9.88,80
0.7,-0.34,0.27,-39.48,-2.99,-6.34,80
0.64,-0.37,0.25,-44.97,0.49,-2.87,80
0.6,-0.39,0.22,-44.48,3.57,0.55,80
0.59,-0.4,0.19,-34.88,6.37,3.23,80
0.61,-0.38,0.19,-19.66,9.48,4.3,80
0.62,-0.35,0.21,-7.26,13.45,2.96,80
0.59,-0.29,0.24,-5.58,17.44,1.49,80
0.52,-0.24,0.24,-16.62,22.71,2.26,80
0.44,-0.19,0.21,-33.48,30.15,5.88,80
0.37,-0.17,0.17,-48.17,37.99,13.08,80
0.33,-0.17,0.15,-57.53,44.88,22.32,80
0.32,-0.21,0.12,-61.77,50.37,29.94,80
0.33,-0.24,0.11,-60.43,53.48,34.42,80
0.35,-0.27,0.12,-53.57,55.37,36.4,80
0.38,-0.29,0.14,-44.97,59.02,38.2,80
0.42,-0.24,0.17,-39.54,64.79,41.98,80
0.49,-0.2,0.17,-42.53,70.21,46.1,80
0.65,-0.27,0.15,-48.48,72.65,44.36,80
0.95,-0.45,0.15,-44.48,70.67,33.45,80
1.35,-0.67,0.21,-24.21,66.68,15.82,80
1.83,-0.78,0.42,1.07,59.09,-7.44,80
2.26,-0.66,0.63,-2.53,45.18,-34.05,80
1.84,-0.63,0.72,-50.34,16.16,-67.29,80
1.36,-0.53,0.67,-110.55,-12.47,-104.12,80
1.31,-0.52,0.48,-151.98,-14.12,-105.4,80
1.39,-0.64,0.24,-146.59,-1.19,-58.72,80
1.33,-0.84,0.12,-63.99,-8.81,-18.51,80
1.11,-0.85,0.22,69.05,-39.27,-35.61,80
1.01,-0.57,0.45,157.04,-56.01,-71.52,80
0.81,-0.23,0.58,138.11,-41.52,-68.54,80
0.47,-0.09,0.5,38.69,-21.52,-34.09,80
0.22,-0.15,0.32,-63.29,-22.23,-3.29,80
0.11,-0.3,0.17,-108.38,-36.16,5.76,80
0.03,-0.45,0.11,-82.9,-44.88,0.27,80
-0.07,-0.49,0.11,-11.4,-45.27,-2.2,80
-0.14,-0.42,0.15,63.99,-43.41,13.23,80
-0.12,-0.33,0.17,114.63,-39.6,43.32,80
-0.02,-0.27,0.17,137.65,-31.65,73.23,80
0.16,-0.25,0.13,142.74,-24.7,94.57,80
0.43,-0.32,0.08,139.05,-20.58,108.72,80
0.89,-0.53,0.05,138.29,-17.8,121.98,80
1.59,-0.89,0.1,143.48,-8.72,140.91,80
2.36,-1,0.19,141.71,8.84,162.44,80
2.59,-0.88,0.35,102.96,15.95,152.47,80
1.99,-0.84,0.35,-0.64,12.1,87.35,80
1.61,-0.71,0.24,-142.41,33.41,6.8,80
1.57,-0.68,0.19,-265.27,51.31,2.29,80
1.3,-0.89,0.01,-318.23,57.07,49.76,80
0.94,-1.12,-0.05,-272.5,41.04,79.79,80
0.67,-1.05,-0.01,-156.89,9.33,75.03,80
0.5,-0.81,0.1,-35.55,-12.59,52.53,80
0.38,-0.55,0.23,44.12,-12.56,35.09,80
0.27,-0.36,0.29,71.89,-1.43,36.83,80
0.2,-0.27,0.28,63.26,6.86,62.16,80
0.19,-0.28,0.24,42.32,8.17,102.74,80
0.21,-0.3,0.18,30.24,9.73,141.22,80
0.21,-0.32,0.12,35.34,17.04,162.84,80
0.23,-0.38,0.09,55.52,26.34,168.84,80
0.28,-0.43,0.12,81.98,32.84,171.37,80
0.31,-0.44,0.15,101.34,38.26,176.1,80
0.31,-0.56,0.19,107.23,45.03,176.8,80
0.3,-0.94,0.24,105.61,49.57,163.23,80
0.3,-1.38,0.37,103.05,45.82,119.94,80
0.48,-1.28,0.61,88.2,36.8,24.3,80
0.96,-1.25,0.7,43.57,32.9,-90.3,80
0.96,-0.98,0.65,-17.87,47.23,-123.87,80
0.56,-0.55,0.56,-96.62,31.49,-83.05,80
0.38,-0.41,0.4,-176.31,-23.05,-46.04,80
0.35,-0.53,0.25,-197.68,-61.68,-31.04,80
0.28,-0.72,0.07,-118.02,-72.23,-27.2,80
0.14,-0.71,0.09,26.77,-76.59,-31.74,80
0.09,-0.51,0.32,143.72,-88.99,-41.92,80
0.13,-0.25,0.49,167.07,-94.82,-48.08,80
0.13,-0.17,0.5,96.52,-89.7,-36.34,80
0.14,-0.37,0.37,-6.74,-96.98,-5.15,80
0.29,-0.68,0.16,-62.44,-114.54,34.42,80
0.46,-1.02,-0.04,-32.99,-113.99,66.71,80
0.59,-1.38,-0.18,69.27,-94.09,79.15,80
0.87,-1.7,-0.12,197.32,-70.55,65.21,80
1.32,-1.46,0.25,281.8,-34.33,38.72,80
1.5,-1.25,0.49,253.6,27.8,13.2,80
1.18,-1.13,0.47,116.74,78.17,-14.33,80
0.85,-1.07,0.39,-47.77,85.55,-28.54,80
0.79,-1.17,0.23,-148.93,74.6,-18.99,80
0.71,-1.1,0.12,-159.33,68.72,2.77,80
0.51,-0.96,0.08,-112.84,65.52,24.94,80
0.31,-0.75,0.17,-61.92,57.96,32.47,80
0.2,-0.51,0.29,-41.31,46.68,28.57,80
0.15,-0.36,0.35,-53.57,34.51,27.99,80
0.15,-0.35,0.37,-76.95,25.46,40.95,80
0.17,-0.39,0.3,-88.02,20.06,66.52,80
0.19,-0.44,0.22,-73.51,20.49,96.59,80
0.16,-0.49,0.14,-36.68,23.38,122.35,80
0.11,-0.58,0.09,8.81,21.34,135.27,80
0.05,-0.82,0.14,56.55,14.57,132.16,80
0.02,-1.28,0.25,109.54,8.69,114.88,80
0.13,-1.52,0.44,162.29,11.22,83.41,80
0.28,-1.4,0.68,174.24,32.68,22.47,80
0.8,-1.39,0.79,118.26,49.76,-72.9,80
1.13,-1.04,0.73,20.46,57.56,-126.16,80
0.65,-0.7,0.61,-101.37,41.77,-109.24,80
0.26,-0.71,0.45,-200.24,-19.88,-87.68,80
0.18,-0.88,0.28,-211.92,-73.81,-75.52,80
0.26,-1.03,0.15,-119.76,-92.07,-53.2,80
0.31,-0.95,0.23,27.71,-90.21,-17.23,80
0.31,-0.67,0.45,144.6,-91.4,11.16,80
0.23,-0.33,0.58,171.68,-89.97,13.26,80
0.07,-0.12,0.53,110.95,-75.88,-6.01,80
-0.06,-0.08,0.41,13.29,-66.34,-24.57,80
-0.1,-0.17,0.25,-65.73,-73.93,-24.94,80
-0.02,-0.35,0.1,-90.15,-86.4,-7.01,80
0.1,-0.52,-0.01,-51.01,-85.55,20.27,80
0.19,-0.72,-0.05,31.65,-68.81,43.72,80
0.31,-1.02,0.02,125.06,-47.04,48.6,80
0.41,-1.34,0.11,203.78,-23.66,31.83,80
0.52,-1.55,0.36,242.23,12.96,-15.21,80
0.85,-1.55,0.5,205.27,62.96,-91.92,80
1.09,-1.24,0.52,94.02,80.88,-143.72,80
0.99,-1.1,0.61,-58.54,62.32,-137.74,80
0.9,-1.41,0.58,-158.84,54.54,-101.04,80
0.91,-1.52,0.29,-145.24,76.25,-59.27,80
0.7,-1.31,0.31,-64.63,87.13,-21.22,80
0.56,-0.98,0.46,-13.66,62.5,-14.27,80
0.44,-0.69,0.52,-40.12,46.71,-31.4,80
0.3,-0.56,0.45,-111.19,42.16,-38.6,80
0.21,-0.51,0.34,-175.18,27.93,-22.8,80
0.17,-0.47,0.25,-202.87,7.35,9.12,80
0.14,-0.43,0.18,-188.38,-5.95,42.07,80
0.09,-0.38,0.14,-137.74,-8.17,63.96,80
0.05,-0.35,0.11,-65.7,-5.88,71.77,80
0.05,-0.32,0.1,7.9,-5.52,72.8,80
0.06,-0.36,0.11,65.49,-7.38,74.24,80
0.05,-0.47,0.18,105.43,-9.3,74.09,80
0.03,-0.65,0.3,136.86,-12.26,64.09,80
-0.02,-0.93,0.35,159.66,-17.04,29.02,80
0.21,-1.04,0.6,156.01,-18.99,-59.36,80
0.87,-0.89,0.63,117.71,-16.89,-186.59,80
1.05,-0.6,0.65,46.01,-19.91,-271.55,80
0.72,-0.38,0.73,-78.96,-50.24,-289.63,80
0.88,-0.35,0.68,-216.22,-92.56,-268.45,80
1.02,-0.56,0.29,-260.79,-73.72,-204.24,80
0.83,-0.95,0.17,-193.26,-34.7,-130.12,80
0.65,-1.09,0.33,-111.4,-22.1,-76.77,80
0.35,-0.84,0.03,-96.83,-25.91,-52.5,80
0.06,-0.82,-0.11,-41.89,-107.32,-45.4,80
0.3,-0.8,0.14,82.07,-248.05,-33.84,80
0.6,-0.61,0.35,195.43,-275.52,-30.52,80
0.54,-0.47,0.37,253.17,-165.18,-19.82,80
0.5,-0.61,0.19,260.03,-53.57,22.8,80
0.62,-0.93,0.06,243.17,-24.33,80.88,80
0.91,-1.15,0.03,217.68,-51.74,101.46,80
1.56,-1.24,0.11,179.27,-52.47,41.86,80
1.98,-1.31,0.08,118.32,21.89,-66.89,80
1.61,-1.09,0.02,30.76,95.61,-130.79,80
1.16,-0.76,0.06,-78.11,98.63,-131.43,80
0.98,-0.52,0.16,-177.87,76.95,-102.9,80
0.88,-0.4,0.19,-243.9,72.74,-62.47,80
0.75,-0.39,0.16,-262.77,81.19,-26.8,80
0.62,-0.58,0.11,-230.49,85.88,-5.95,80
0.5,-0.7,0.09,-156.43,78.17,10.61,80
0.35,-0.57,0.14,-81.83,60.7,34.91,80
0.19,-0.38,0.18,-42.01,42.65,64.63,80
0.1,-0.29,0.21,-27.23,29.33,95.55,80
0.17,-0.33,0.25,-11.13,21.13,129.24,80
0.28,-0.44,0.25,17.01,21.8,164.33,80
0.29,-0.65,0.2,55.27,25.95,186.55,80
0.36,-1.07,0.17,105.46,16.92,179.18,80
0.76,-1.47,0.25,166.34,-0.7,132.16,80
1.21,-1.17,0.53,198.05,2.93,34.48,80
1.29,-1.25,0.73,138.51,31.13,-101.77,80
1.03,-1.08,0.61,22.35,54.57,-173.78,80
0.63,-0.61,0.48,-105.91,28.72,-144.27,80
0.32,-0.23,0.35,-217.71,-18.87,-82.74,80
0.12,-0.12,0.29,-279.18,-47.96,-25.49,80
0.08,-0.28,0.17,-249.85,-54.79,18.32,80
0.13,-0.51,-0.16,-122.77,-50.88,41.98,80
0.15,-0.84,-0.14,51.98,-68.2,66.68,80
0.26,-0.78,0.04,195.91,-103.9,105.49,80
0.39,-0.43,0.13,260.64,-108.2,151.49,80
0.48,-0.57,0.21,245.15,-72.04,197.8,80
0.66,-1.19,0.29,195.58,-41.62,221.49,80
0.92,-1.53,0.4,138.11,-24.97,200.09,80
1.37,-1.7,0.48,69.24,-8.41,104.48,80
1.53,-1.75,0.33,5.4,52.99,-14.12,80
1.02,-1.39,0.18,-57.38,122.26,-50,80
0.7,-1.14,0.16,-117.35,108.14,-24.79,80
0.69,-0.98,0.18,-147.2,57.99,-0.76,80
0.68,-0.97,0.19,-132.59,39.24,6.34,80
0.5,-0.85,0.22,-80.34,52.53,-5.24,80
0.29,-0.63,0.29,-24.18,61.25,-26.16,80
0.16,-0.38,0.38,-0.61,56.71,-44.05,80
0.08,-0.2,0.44,-22.59,50.88,-46.59,80
0.06,-0.16,0.39,-71.55,47.77,-29.15,80
0.06,-0.23,0.24,-113.54,45.49,2.74,80
0.08,-0.35,0.1,-120.55,43.51,38.11,80
0.06,-0.5,-0.01,-83.45,40.82,67.26,80
0,-0.69,-0.06,-11.34,34.79,83.75,80
-0.07,-1.03,-0.03,80.67,25.49,82.71,80
-0.05,-1.47,0.18,177.01,16.55,62.38,80
0.16,-1.53,0.5,232.9,27.53,14.76,80
0.51,-1.31,0.76,197.01,65.49,-70.46,80
1,-1.08,0.71,82.35,63.9,-131.16,80
0.81,-0.7,0.69,-71.92,51.07,-113.14,80
0.36,-0.55,0.51,-226.98,27.87,-77.26,80
0.19,-0.5,0.31,-317.35,2.23,-72.41,80
0.14,-0.56,0.12,-321.31,-2.41,-82.99,80
0.17,-0.74,0,-237.41,5.46,-82.96,80
0.25,-0.94,-0.1,-85.67,15.3,-58.14,80
0.23,-0.95,-0.04,74.27,17.04,-11.13,80
0.12,-0.67,0.11,170.52,1.28,31.25,80
0.04,-0.28,0.23,170.09,-14.02,50.18,80
-0.05,-0.23,0.23,99.09,-12.04,57.29,80
-0.09,-0.6,0.16,29.33,-7.77,68.2,80
0.04,-1.12,0.12,16.52,-18.66,84.57,80
0.25,-1.55,0.14,60,-36.71,95.85,80
0.67,-1.94,0.33,121.8,-42.74,78.75,80
1.25,-1.65,0.53,164.42,-28.96,42.62,80
1.54,-1.24,0.7,145.3,-15.82,-3.08,80
1.17,-0.86,0.82,43.87,-3.23,-43.93,80
0.8,-0.79,0.65,-89.6,2.38,-66.55,80
0.72,-0.79,0.44,-171.71,4.63,-68.26,80
0.61,-0.84,0.25,-177.5,12.38,-51.83,80
0.47,-0.79,0.23,-130.27,20.15,-42.87,80
0.37,-0.67,0.3,-77.26,27.41,-55,80
0.33,-0.54,0.34,-49.88,33.02,-75.76,80
0.32,-0.48,0.35,-48.26,32.59,-86.62,80
0.33,-0.5,0.35,-53.2,27.74,-82.16,80
0.34,-0.54,0.32,-42.62,31.98,-68.6,80
0.35,-0.55,0.29,-12.84,49.63,-54.79,80
0.34,-0.52,0.3,22.26,69.45,-45.37,80
0.36,-0.54,0.33,45.88,80.88,-41.28,80
0.5,-0.68,0.32,52.59,83.87,-41.19,80
0.75,-0.91,0.35,53.29,80.67,-42.5,80
